q_id,image_id,question,answer,full_answer
04815528,3709,Are there any men near the statue the person is to the left of?,yes,"Yes, there is a man near the statue."
151037630,2382296,Are the players to the right or to the left of the black helmet?,right,The players are to the right of the helmet.
14985766,2407965,What is the aircraft in the sky?,helicopter,The aircraft is a helicopter.
081030310,2353913,Which room is it?,kitchen,It is a kitchen.
04413486,2358576,Which side is the brick house on?,left,The house is on the left of the image.
17112199,2347079,Is the little boy to the right or to the left of the chair?,right,The boy is to the right of the chair.
11559134,2415306,Are there any bottles to the left of the beer?,yes,"Yes, there is a bottle to the left of the beer."
02893221,2398568,Are there either yellow fire hydrants or traffic lights?,no,"No, there is a fire hydrant but it is red."
08723381,2417148,Who holds the remote that looks white?,boy,The boy holds the remote.
10660564,2337469,What kind of vehicle is to the left of the man?,bus,The vehicle is a bus.
16397054,2416982,Is there a woman in the photo that is walking?,no,"No, there is a woman but she is sitting."
03241430,2345928,Who is wearing jeans?,man,The man is wearing jeans.
14712335,2376104,Who is hugging the animal on the couch?,woman,The woman is hugging the dog.
17241857,2374125,Who is wearing trousers?,lady,The lady is wearing trousers.
05449369,2353683,What's the microwave in?,cabinet,The microwave is in the cabinet.
16503130,2408528,What is in front of the window?,tree,The tree is in front of the window.
08672257,2382920,What color is that hat?,black,The hat is black.
0277272,4628,Do you see a table in front of the chair on the left of the picture?,no,"No, the table is behind the chair."
10540252,2396105,Do you see any taxis near the elephant?,yes,"Yes, there is a taxi near the elephant."
141047010,2358168,Of what color is the shirt the boy is wearing?,blue,The shirt is blue.
05989348,2327624,Do you see any brown mud or grass?,no,"No, there is grass but it is green."
19525476,2376099,Is the person that is to the right of the ball wearing a necklace?,no,"No, the girl is wearing a shoe."
113639,2417553,Is there any broccoli in the bowl to the right of the lobster?,no,"No, there is salad in the bowl."
19468,2391582,What is the boy wearing?,uniform,The boy is wearing a uniform.
10717165,2318045,What is the boy sitting on?,chair,The boy is sitting on the chair.
05264729,2405572,Is there any bottle or spoon in the photo?,yes,"Yes, there is a spoon."
05965032,2370947,Do you see horses or cows that are not large?,no,"No, there is a horse but it is large."
11753923,2386876,Does the dog to the right of the other dog look large?,no,"No, the dog is small."
08121280,2408781,What does the person to the right of the purse climb?,steps,The man climbs the steps.
13820957,2360789,Are there any cameras or hard drives?,yes,"Yes, there is a camera."
17866376,2412915,The cart to the right of the other cart is of which color?,green,The cart is green.
021048390,2417833,On which side of the photo is the white car?,left,The car is on the left of the image.
06837034,2318626,What is the name of the young animal?,zebra,The animal is a zebra.
13651935,150440,What device is on the desk?,laptop,The device is a laptop.
06727483,498370,Where is the man?,street,The man is on the street.
15717874,713136,Is the bed to the left or to the right of the curtain on the left of the picture?,right,The bed is to the right of the curtain.
02508855,1592993,Who is wearing a jacket?,man,The man is wearing a jacket.
161030453,2338493,Where is the grass?,ground,The grass is on the ground.
06388534,2400456,Do you see any cars to the right of the bun on the left?,yes,"Yes, there is a car to the right of the bun."
00266093,2388393,Is this large salad?,yes,"Yes, this is large salad."
01372750,2336785,What is the vehicle on the beach?,bus,The vehicle is a bus.
19155454,2355374,What color is the shirt he is in?,white,The shirt is white.
07793243,2389929,Is the man to the right or to the left of the bike on the right?,left,The man is to the left of the bike.
0910764,2397585,Does the ground near the man have brown color?,yes,"Yes, the ground is brown."
14617877,2372562,Which side of the photo is the water glass on?,right,The water glass is on the right of the image.
01378446,2378571,Are there any tools or mirrors in this picture?,yes,"Yes, there is a mirror."
04800321,2396627,What device is upper?,keyboard,The device is a keyboard.
08722342,2356401,Does the shower curtain in the bathroom seem to be white and open?,yes,"Yes, the shower curtain is white and open."
04908431,2386850,What is the white animal called?,horse,The animal is a horse.
146018,2345957,Are there any curtains near the plant?,yes,"Yes, there is a curtain near the plant."
051014744,2327295,What animal is it?,monkey,The animal is a monkey.
08809830,2316221,What is the item of furniture to the left of the pink crown called?,chair,The piece of furniture is a chair.
18157350,2350735,On which side is the box?,left,The box is on the left of the image.
08782012,2404706,What is around the sheep the tag is on?,grass,The grass is around the sheep.
14718476,2413762,Which place is it?,path,It is a path.
0471049,2371302,What is in the wine glass on the right?,liquid,The liquid is in the wineglass.
04576066,2411138,Is the box on a shelf?,yes,"Yes, the box is on a shelf."
11902021,2391719,What device has the same color as the bag on the chair?,keyboard,The keyboard is the same color as the bag.
05820501,498083,Is the vehicle that is to the right of the person facing an airplane?,yes,"Yes, the vehicle is facing an airplane."
13177510,2370681,Is there a towel to the left of the shower curtain on the right?,yes,"Yes, there is a towel to the left of the shower curtain."
08937870,2368730,Who is wearing the boot?,woman,The woman is wearing a boot.
06934233,2365396,Is the white phone to the right or to the left of the girl in the image?,left,The telephone is to the left of the girl.
01102342,2405049,Are the French fries in the top part or in the bottom of the picture?,top,The French fries are in the top of the image.
08759091,2363657,Is the woman to the left or to the right of the person in the bottom of the image?,right,The woman is to the right of the person.
05393653,2416837,What animal is in the field?,sheep,The animal is a sheep.
04896175,2399558,What is the device that is to the right of the white cabinet called?,printer,The device is a printer.
07441630,68,What is on the wall?,wire,The wire is on the wall.
08595391,2361668,Is the striped zebra black and large?,no,"No, the zebra is large but white."
01864822,2325171,Is the chair that is to the left of the computer yellow or gray?,gray,The chair is gray.
09280168,2325778,Do you see any houses to the right of the green truck?,yes,"Yes, there is a house to the right of the truck."
08494212,2337806,Is the hair short and curly?,no,"No, the hair is curly but long."
05171024,1810,"Where in the photo is the van, in the top or in the bottom?",bottom,The van is in the bottom of the image.
10853987,2344608,Does the hair look long?,yes,"Yes, the hair is long."
19464440,2350291,"Which kind of clothing is made of leather, the jacket or the outfit?",jacket,The jacket is made of leather.
0179396,2343866,What pieces of furniture are under the bed?,shelves,The pieces of furniture are shelves.
08439012,2362209,Are there peppers in this picture?,yes,"Yes, there are peppers."
04741018,2417846,Does the horse that to the right of the child wear a wig?,yes,"Yes, the horse wears a wig."
171039012,2376328,"Which side of the image are the curtains on, the right or the left?",right,The curtains are on the right of the image.
03671200,2412815,Is this a farm?,yes,"Yes, it is a farm."
07368553,2331699,What color does the arrow have?,blue,The arrow has blue color.
07833970,2359621,Is this a beach or a park?,park,It is a park.
04763042,2355337,What is in front of the buildings that are not little?,train,The train is in front of the buildings.
02225879,2340366,Do you see any benches to the right of the child who is wearing a shirt?,yes,"Yes, there is a bench to the right of the kid."
01735527,2407068,What vehicle is to the right of the man?,car,The vehicle is a car.
18378806,2324964,Is the man to the right or to the left of the black backpack?,left,The man is to the left of the backpack.
00397586,833,What appliance is the tree behind of?,mixer,The tree is behind the mixer.
1145482,2410709,"Which part is the white ball in, the top or the bottom?",bottom,The ball is in the bottom of the image.
10888940,2413754,Are there any vans at the traffic light on the right?,yes,"Yes, there is a van at the traffic light."
